Player,Shot,Stroke,Spin,Speed (MPH),Point,Game,Set,Shot Placement (x),Shot Placement (y),Racket Contact (x),Racket Contact (y),Racket Contact (z),Direction,Result
Juan Potro,226,Backhand,Topspin,47.243179,68,0,0,-0.242644,2.805335,-0.924572,22.008371,0.855456,inside in,In
Roger Federer,227,Forehand,Topspin,43.347294,68,0,0,0.790746,18.349611,-0.26727,0.644888,0.808943,inside out,In
Juan Potro,228,Forehand,Topspin,65.875023,68,0,0,0.368591,2.533255,1.328377,23.895931,0.999546,inside in,In
Roger Federer,229,Forehand,Topspin,51.232723,68,0,0,-3.211392,20.440413,0.57873,-1.848991,0.824494,cross court,In
Juan Potro,230,Forehand,Topspin,39.143974,68,0,0,0.758469,-0.036595,-4.069864,25.849905,1.052096,cross court,Out
Roger Federer,231,Serve,Flat,76.273941,69,0,0,2.163849,16.197844,-0.876978,-0.219192,2.497089,out wide,In
Juan Potro,232,Backhand,Flat,51.780128,69,0,0,-1.004001,2.945122,3.637524,24.328341,0.947362,cross court,In
Roger Federer,233,Forehand,Topspin,53.805317,69,0,0,-2.643638,19.254398,-1.335556,0.664301,1.137369,inside in,In
Juan Potro,234,Forehand,Flat,56.711826,69,0,0,1.198986,1.372223,-2.772276,25.046835,0.732644,cross court,In
Roger Federer,235,Forehand,Topspin,52.266224,69,0,0,2.147829,18.339075,1.860111,-0.468869,1.108554,down the line,In
Juan Potro,236,Backhand,Topspin,52.946171,69,0,0,-0.988668,4.20077,2.639759,25.524462,0.837337,cross court,In
Roger Federer,237,Forehand,Topspin,57.162926,69,0,0,1.037372,18.574303,-1.774206,-0.254547,1.137149,inside out,In
Juan Potro,238,Backhand,Topspin,49.075768,69,0,0,-1.28619,3.683262,1.632471,24.872763,1.058038,cross court,In
Roger Federer,239,Forehand,Topspin,56.986469,69,0,0,3.230475,20.93206,-1.074232,0.788489,1.15682,inside out,In
Roger Federer,240,Serve,Flat,79.697273,70,0,0,-1.297678,18.080551,0.21073,0.660815,2.078842,down the T,In
Juan Potro,241,Backhand,Slice,34.580212,70,0,0,-5.440588,-0.176378,-1.534347,24.350073,1.041413,inside in,Out
Roger Federer,242,Serve,Slice,90.680031,71,0,0,-1.156859,17.801779,0.467119,0.643461,2.437886,down the T,In
Juan Potro,243,Backhand,Topspin,42.021275,71,0,0,-2.487629,1.794973,-1.572819,23.20479,0.912644,inside in,In
Roger Federer,244,Serve,Slice,76.73555,72,0,0,2.613966,17.796022,-1.456191,0.321975,2.46995,out wide,In
Juan Potro,245,Backhand,Slice,39.823223,72,0,0,-2.813437,3.799047,3.50401,23.507349,0.884856,cross court,In
Roger Federer,246,Backhand,Topspin,46.602737,72,0,0,-2.345561,19.031536,-3.914897,0.547442,0.837775,down the line,In
Juan Potro,247,Forehand,Flat,55.821949,72,0,0,4.276449,2.471054,-2.084873,24.405273,0.753995,down the line,Out
Juan Potro,248,Serve,Flat,95.324455,73,0,0,0.222772,6.588571,-0.449878,23.477261,2.264339,down the T,In
Roger Federer,249,Backhand,Topspin,33.694214,73,0,0,-0.163841,19.157627,0.641709,3.500057,1.123357,inside out,In
Juan Potro,250,Serve,Slice,84.952072,74,0,0,0.272047,5.997001,-0.257988,23.566031,2.476613,down the T,In
Roger Federer,251,Backhand,Topspin,45.775547,74,0,0,1.973785,16.528963,0.846592,0.788817,1.466095,inside in,In
Juan Potro,252,Backhand,Topspin,73.659996,74,0,0,0.055263,1.460306,2.828368,24.155821,0.938167,down the line,In
Roger Federer,253,Forehand,Topspin,65.610893,74,0,0,1.504413,18.428959,0.009623,-1.542508,0.730299,down the line,In
Juan Potro,254,Serve,Flat,126.093613,75,0,0,-0.63045,5.879316,0.548644,23.342985,2.415343,down the T,In
Roger Federer,255,Forehand,Flat,42.715073,75,0,0,0.672638,21.823883,-0.911788,-1.412796,0.61308,inside out,In
Juan Potro,256,Forehand,Flat,69.968376,75,0,0,-2.00367,6.664352,0.877106,26.124605,1.311767,inside out,In
Roger Federer,257,Backhand,Slice,45.020596,75,0,0,0.171248,22.549488,-2.661396,0.25396,0.454756,cross court,In
Juan Potro,258,Forehand,Topspin,46.948448,75,0,0,4.152829,1.414083,0.089012,23.932112,0.701712,inside in,Out
Juan Potro,259,Serve,Flat,84.111839,76,0,0,3.279013,6.08288,-0.325471,23.106863,2.468565,out wide,In
Roger Federer,260,Forehand,Flat,56.070084,76,0,0,-2.037608,18.339075,5.050678,-0.624424,0.882762,down the line,In
Juan Potro,261,Forehand,Flat,43.302109,76,0,0,-4.519384,5.517757,-3.152433,22.944921,0.548215,down the line,Out
Roger Federer,262,Backhand,Flat,53.146095,76,0,0,2.61545,20.228983,-4.241735,-0.032439,1.101293,down the line,In
Juan Potro,263,Backhand,Topspin,59.081573,76,0,0,-1.406336,1.691666,3.607133,24.587011,1.29846,cross court,In
Roger Federer,264,Forehand,Topspin,53.500603,76,0,0,2.652308,20.155197,-1.559904,-0.209142,1.231128,inside out,In
Juan Potro,265,Backhand,Slice,42.79908,76,0,0,-0.596229,2.746746,3.329731,25.86994,0.834055,cross court,In
Roger Federer,266,Forehand,Topspin,66.167503,76,0,0,-5.206059,22.429462,-0.986014,-0.234249,0.761518,inside in,Out
Juan Potro,267,Serve,Slice,77.24324,77,0,0,3.793296,6.173195,-0.502011,22.73785,2.608479,out wide,In
Roger Federer,268,Forehand,Flat,36.881859,77,0,0,-1.310182,7.999581,5.385139,0.300037,0.910723,down the line,Net
Juan Potro,269,Serve,Flat,86.470085,78,0,0,-0.349284,4.470109,0.304745,23.654734,2.369253,down the T,Out
Juan Potro,270,Serve,Slice,93.527771,79,0,0,-0.956029,6.107377,0.812129,23.976824,2.594393,down the T,In
Roger Federer,271,Forehand,Topspin,47.173203,79,0,0,-1.196359,19.156622,-1.389305,0.32269,1.098145,inside in,In
Juan Potro,272,Forehand,Topspin,63.517685,79,0,0,-2.057045,1.767432,-1.147176,24.21501,1.160255,down the line,In
Roger Federer,273,Backhand,Topspin,30.041842,79,0,0,-1.145366,6.451279,-1.930866,-0.295015,0.653379,cross court,Net
Juan Potro,274,Serve,Flat,64.759644,80,0,0,0.229954,6.223331,-0.261447,23.447779,2.490324,down the T,In
Roger Federer,275,Backhand,Topspin,45.072704,80,0,0,-1.377047,19.401762,0.942863,-0.778704,0.934143,inside out,In
Juan Potro,276,Forehand,Topspin,53.884811,80,0,0,2.294914,2.673723,-1.327213,23.627279,0.819129,cross court,In
Roger Federer,277,Forehand,Topspin,53.083153,80,0,0,-1.469161,19.743902,3.450102,-0.983829,0.804304,cross court,In
Juan Potro,278,Forehand,Topspin,62.486885,80,0,0,2.57678,2.456632,-1.738438,23.170086,0.771422,cross court,In
Juan Potro,279,Serve,Flat,112.58358,81,0,0,-0.667209,5.88606,0.605452,23.171324,2.400734,down the T,In
Roger Federer,280,Forehand,Flat,35.366821,81,0,0,0.346017,11.368703,-1.083292,-1.747577,0.659306,inside in,Net
Juan Potro,281,Serve,Flat,106.002487,82,0,0,0.071589,6.536879,-0.093833,23.766779,2.267651,down the T,In
Roger Federer,282,Backhand,Flat,29.198477,82,0,0,0.996165,11.237525,0.621929,0.063339,1.040299,inside out,Net
Juan Potro,283,Serve,Flat,99.53167,83,0,0,-0.522864,5.957003,0.126658,23.616947,2.102746,down the T,In
Roger Federer,284,Forehand,Flat,49.813854,83,0,0,0.960037,19.833183,-0.934602,0.006031,0.869028,inside out,In
Juan Potro,285,Forehand,Topspin,73.97966,83,0,0,-1.612711,3.970688,1.384211,23.446102,0.912617,inside out,In
Roger Federer,286,Backhand,Slice,40.735626,83,0,0,-2.589413,16.542891,-2.40537,1.031274,0.823623,down the line,In
Juan Potro,287,Forehand,Topspin,33.085522,83,0,0,-2.144679,2.935179,-2.867903,19.137278,0.475856,down the line,In
Roger Federer,288,Backhand,Topspin,37.089794,83,0,0,-0.909888,25.011168,-1.513683,2.051724,1.230591,down the line,Out
Juan Potro,289,Forehand,Topspin,47.058697,83,0,0,0.378404,8.721269,-0.627262,19.081636,1.492456,cross court,In
Roger Federer,290,FH Volley,Flat,23.382744,83,0,0,2.080361,17.323067,0.27753,7.320932,0.620202,down the line,In
Juan Potro,291,BH Volley,Flat,19.918634,83,0,0,1.080545,16.565035,2.080361,18.531855,0.271763,cross court,Net
Juan Potro,292,Backhand,Topspin,46.110264,83,0,0,2.460626,10.832239,3.030281,20.847775,0.810613,down the line,In
Roger Federer,293,FH Volley,Flat,24.248772,83,0,0,-2.190105,18.461565,2.460626,10.306993,1.444946,cross court,In
Juan Potro,294,Serve,Flat,126.983788,84,0,0,0.455979,5.88732,-0.332538,22.707777,2.585629,down the T,In
Roger Federer,295,Backhand,Slice,39.82645,84,0,0,0.64169,19.42152,1.030982,-0.277686,0.931148,inside in,In
Juan Potro,296,Forehand,Topspin,77.27195,84,0,0,2.432725,0.957984,0.923603,24.912382,1.022,inside in,In
Roger Federer,297,Forehand,Flat,47.982975,84,0,0,3.121765,19.403805,2.990449,-1.645665,0.732554,down the line,In
Juan Potro,298,Serve,Slice,90.311104,85,0,0,-1.238729,5.914027,0.961594,24.476629,2.540427,down the T,In
Roger Federer,299,Forehand,Topspin,34.159649,85,0,0,0.136825,5.814259,-1.647748,0.517069,1.001158,inside in,Net
Juan Potro,300,Serve,Flat,116.446602,86,0,0,0.642027,4.8242,0.130212,23.760563,2.353969,down the T,Out
Roger Federer,301,Backhand,Topspin,31.647226,86,0,0,1.266131,6.720218,1.330606,-0.244762,1.077544,inside out,Net
Roger Federer,302,Serve,Flat,75.963593,87,0,0,-1.563264,11.826081,0.762189,-0.936212,2.458849,out wide,Net
Roger Federer,303,Serve,Slice,76.392281,88,0,0,-0.991316,16.718266,1.097153,-1.017593,2.378142,down the T,In
Juan Potro,304,Backhand,Slice,43.051834,88,0,0,-1.763949,2.730651,-1.862758,24.784801,1.098691,inside in,In
Roger Federer,305,Backhand,Topspin,54.257393,88,0,0,-2.031832,18.804192,-2.681767,0.050321,0.844279,down the line,In
Juan Potro,306,Forehand,Topspin,50.067249,88,0,0,2.090414,6.30527,-2.111612,25.559933,0.804782,cross court,In
Roger Federer,307,Forehand,Topspin,58.196774,88,0,0,0.915297,18.323538,3.468922,0.805488,0.767586,down the line,In
Juan Potro,308,Backhand,Topspin,59.427242,88,0,0,-0.572432,2.058542,0.978142,25.541704,0.963423,cross court,In
Roger Federer,309,Backhand,Topspin,62.698746,88,0,0,-0.109489,21.412088,-0.520938,0.529223,0.592837,down the line,In
Juan Potro,310,Forehand,Topspin,64.289139,88,0,0,-2.405851,1.436755,-0.06827,24.960272,0.818785,down the line,In
Roger Federer,311,Serve,Flat,70.180153,89,0,0,2.53355,15.635468,-0.285263,0.560185,2.40016,out wide,In
Juan Potro,312,Backhand,Topspin,33.325432,89,0,0,-0.027014,12.368168,3.58892,23.306112,1.183063,down the line,Net
Roger Federer,313,Serve,Slice,92.193695,90,0,0,-1.260649,17.960142,0.863263,0.558672,2.434947,down the T,In
Juan Potro,314,Backhand,Flat,42.271805,90,0,0,-1.378774,6.277151,-1.646878,24.528429,0.896093,inside in,In
Roger Federer,315,Forehand,Topspin,46.193085,90,0,0,-2.144298,24.191984,-1.500172,2.830957,0.547479,inside in,Out
Roger Federer,316,Serve,Flat,76.640625,91,0,0,3.356666,16.432108,-0.444778,-1.080478,2.427764,out wide,In
Juan Potro,317,Backhand,Flat,39.82098,91,0,0,-0.482687,8.953548,4.684772,24.674326,1.322812,down the line,In
Roger Federer,318,BH Volley,Flat,24.248772,91,0,0,-4.5018,20.413637,-0.482687,8.428302,0.70477,down the line,Out
Roger Federer,319,Serve,Flat,71.750854,92,0,0,0.948132,16.066399,-0.592142,-0.604562,2.481518,down the T,In
Juan Potro,320,Backhand,Topspin,48.431232,92,0,0,-1.673179,2.342708,1.496702,21.827517,0.971689,cross court,In
Roger Federer,321,Forehand,Topspin,58.631214,92,0,0,-1.790036,19.347301,-2.050174,-0.141531,0.660065,inside in,In
Juan Potro,322,Forehand,Topspin,53.073544,92,0,0,-0.678694,2.965729,-1.72049,25.350845,0.742551,down the line,In
Roger Federer,323,Forehand,Flat,51.248558,92,0,0,0.707884,19.012066,-0.403329,-0.052191,0.779711,inside out,In
Juan Potro,324,Backhand,Topspin,52.77372,92,0,0,2.209166,4.163367,1.555567,24.977524,0.92305,down the line,In
Roger Federer,325,Forehand,Topspin,55.249592,92,0,0,-2.345796,19.26425,2.418177,-0.849964,0.728967,cross court,In
Juan Potro,326,Forehand,Topspin,76.03566,92,0,0,1.962542,0.740587,-3.164037,24.924978,0.894602,cross court,In
Roger Federer,327,Forehand,Flat,40.932926,92,0,0,1.424021,19.24548,1.899369,0.034887,0.587547,down the line,In
Juan Potro,328,Backhand,Slice,42.666862,92,0,0,-2.37908,2.170818,1.310405,24.181967,0.857747,cross court,In
Roger Federer,329,Backhand,Topspin,49.35751,92,0,0,2.143649,16.490009,-3.15606,-0.372136,0.637841,cross court,In
Juan Potro,330,Backhand,Topspin,68.726532,92,0,0,-2.290649,-0.134407,3.454923,24.525839,0.95688,cross court,Out
Roger Federer,331,Backhand,Topspin,47.626717,92,0,0,-1.455172,20.606785,-2.498369,-0.247675,0.726637,down the line,In
Juan Potro,332,Forehand,Topspin,51.179977,92,0,0,-1.862042,2.872169,-1.337241,25.165697,0.81125,down the line,In
Roger Federer,333,Backhand,Slice,47.387218,92,0,0,2.873087,19.330158,-1.825956,-0.310283,0.942231,cross court,In
Juan Potro,334,Backhand,Slice,42.675312,92,0,0,-2.063163,2.121707,3.618572,24.25584,0.821462,cross court,In
Roger Federer,335,Backhand,Slice,44.944107,92,0,0,2.060909,18.640366,-2.61103,0.203231,0.641569,cross court,In
Juan Potro,336,Backhand,Slice,48.166832,92,0,0,-2.195138,1.732219,1.955888,24.248148,0.806031,cross court,In
Roger Federer,337,Forehand,Topspin,66.682098,92,0,0,-2.119402,19.300596,-2.797745,-1.044331,0.648872,inside in,In
Juan Potro,338,Forehand,Topspin,61.438301,92,0,0,1.046032,2.593066,-2.070063,24.923201,0.614182,cross court,In
Roger Federer,339,Forehand,Slice,48.591721,92,0,0,2.339017,20.278549,1.727629,-0.445708,0.977396,down the line,In
Juan Potro,340,Backhand,Slice,41.98119,92,0,0,-1.670673,1.919239,1.887624,25.092886,0.776532,cross court,In
Roger Federer,341,Forehand,Flat,45.456657,92,0,0,2.406766,18.264252,-2.171007,-0.348649,0.601082,inside out,In
Juan Potro,342,Backhand,Slice,43.241035,92,0,0,2.765539,17.680229,2.406766,19.47304,0.343832,cross court,Net
Juan Potro,343,Backhand,Slice,49.86763,92,0,0,-3.114975,2.542094,3.154176,21.118982,0.64054,cross court,In
Roger Federer,344,Backhand,Flat,39.600784,92,0,0,-2.828703,15.144024,-3.771387,1.832038,0.568969,down the line,In
Juan Potro,345,FH Volley,Flat,19.918634,92,0,0,1.63636,7.324508,-2.828703,16.352812,0.377684,cross court,In
Roger Federer,346,Serve,Flat,64.680305,93,0,0,-3.52915,16.828659,0.552354,0.3531,2.398911,out wide,In
Juan Potro,347,Forehand,Topspin,48.788101,93,0,0,0.628292,2.837537,-4.181775,23.505751,0.830513,down the line,In
Roger Federer,348,Serve,Flat,71.728073,94,0,0,2.434944,15.472024,-0.362817,0.042796,2.435718,out wide,In
Juan Potro,349,Backhand,Flat,40.687336,94,0,0,-1.603508,7.701178,4.171881,25.2339,1.213866,down the line,In
Roger Federer,350,BH Volley,Flat,24.722456,94,0,0,1.169235,16.868408,-1.603508,7.175931,0.891144,cross court,In
Roger Federer,351,Overhead,Flat,78.914581,94,0,0,-2.327346,15.823201,-0.925458,5.658327,2.133669,---,In
Roger Federer,352,Serve,Slice,77.857582,95,0,0,2.299321,16.13373,-0.928824,0.578788,2.605078,out wide,In
Juan Potro,353,Backhand,Slice,36.591698,95,0,0,-1.7434,6.260982,3.719037,23.848116,0.982649,cross court,In
Roger Federer,354,Forehand,Flat,57.627972,95,0,0,2.7781,18.638113,-2.408787,1.081705,0.307334,inside out,In
Juan Potro,355,Backhand,Slice,49.778221,95,0,0,0.168527,12.845903,3.740981,25.275496,1.091339,cross court,Net
Juan Potro,356,Forehand,Slice,34.7071,95,0,0,-1.019885,18.040007,-3.976446,23.14953,0.886422,cross court,Net
Roger Federer,357,Serve,Kick,62.493523,96,0,0,1.094088,10.974386,-1.242302,-0.056627,1.99088,down the T,Net
Roger Federer,358,Serve,Flat,71.089554,97,0,0,2.458794,16.19673,-1.021093,-0.02602,2.452602,out wide,In
Juan Potro,359,Backhand,Slice,37.400837,97,0,0,5.904295,10.306428,3.599699,22.637428,1.406374,down the line,Out
Roger Federer,360,Forehand,Topspin,53.456196,97,0,0,1.033319,19.388287,3.427733,5.638388,1.24885,down the line,In
Juan Potro,361,Serve,Flat,108.080238,98,0,0,-0.455963,7.193664,-0.07691,23.489016,2.494294,down the T,Out
Roger Federer,362,Backhand,Flat,35.584724,98,0,0,-4.200459,23.215401,0.134861,0.07628,0.976842,inside in,Out
Juan Potro,363,Serve,Flat,35.929256,99,0,0,0.020895,3.220421,-0.221106,23.048796,2.677961,down the T,Out
Roger Federer,364,Backhand,Slice,34.949131,99,0,0,0.56707,21.21364,0.617551,-0.32507,1.205575,inside in,In
Juan Potro,365,Forehand,Topspin,63.554279,99,0,0,1.346227,1.175225,-0.231766,25.450857,1.262277,cross court,In
Roger Federer,366,Forehand,Topspin,61.535297,99,0,0,-1.073301,20.88763,2.112566,-2.040191,0.964405,cross court,In
Juan Potro,367,Serve,Flat,98.782036,100,0,0,0.172024,3.836496,0.269712,24.323568,2.193851,down the T,Out
Juan Potro,368,Serve,Flat,85.642532,101,0,0,-2.883082,6.109763,0.637902,24.778259,2.591946,out wide,In
Roger Federer,369,Backhand,Topspin,42.970577,101,0,0,0.57105,16.534374,-3.766687,1.873584,1.108658,cross court,In
Juan Potro,370,FH Volley,Flat,17.091244,101,0,0,4.473624,3.905155,0.57105,17.743162,0.301127,down the line,Out
Juan Potro,371,Serve,Flat,102.815765,102,0,0,0.256785,3.099321,-0.317836,22.869629,2.410603,down the T,Out
Juan Potro,372,Serve,Flat,84.25946,103,0,0,0.244626,7.18403,-0.228857,23.347187,2.394724,down the T,In
Roger Federer,373,Backhand,Topspin,55.827717,103,0,0,-0.62352,16.19396,0.989402,0.947559,1.040614,inside out,In
Juan Potro,374,FH Volley,Flat,18.186579,103,0,0,-2.733617,0.874558,-0.62352,17.402748,0.649932,down the line,In
Roger Federer,375,Backhand,Flat,33.924622,103,0,0,1.026866,18.430286,-3.461666,-0.923502,0.654214,cross court,In
Juan Potro,376,Overhead,Flat,65.142624,103,0,0,-2.535903,1.68079,1.026866,19.639074,2.503302,---,In
Roger Federer,377,Backhand,Topspin,43.39222,103,0,0,0.641916,17.323826,-3.774624,-2.241077,0.911552,cross court,In
Juan Potro,378,Forehand,Topspin,54.58828,103,0,0,2.462107,2.306361,2.107292,21.90378,0.856663,inside in,In
Juan Potro,379,Serve,Flat,94.10923,104,0,0,-0.174424,5.316099,0.38049,23.403181,2.281158,down the T,Out
Juan Potro,380,Serve,Flat,77.835945,105,0,0,-1.259572,6.765303,0.951804,25.034515,2.752143,down the T,In
Juan Potro,381,Serve,Slice,67.792267,106,0,0,-3.131052,5.673682,0.72804,24.335352,2.635673,out wide,In
Roger Federer,382,Backhand,Flat,60.681244,106,0,0,0.491336,18.900663,-4.096781,0.962426,1.046564,cross court,In
Juan Potro,383,Forehand,Topspin,66.853165,106,0,0,0.828488,1.68345,1.504711,23.378679,1.009313,inside in,In
Roger Federer,384,Forehand,Topspin,45.130013,106,0,0,-1.895573,19.745768,1.119815,-1.53634,0.847627,cross court,In
Juan Potro,385,Forehand,Topspin,46.945747,106,0,0,-2.53574,18.000872,-2.393185,25.694788,1.108838,cross court,Net
Juan Potro,386,Serve,Flat,89.89257,107,0,0,0.138572,2.612378,-0.012952,23.411316,2.162587,down the T,Out
Juan Potro,387,Serve,Flat,75.924026,108,0,0,-0.999615,6.212873,0.554314,24.11574,2.352571,down the T,In
Roger Federer,388,Forehand,Topspin,52.391922,108,0,0,2.079768,18.404022,-1.545311,-0.833356,0.940938,inside out,In
Juan Potro,389,Backhand,Topspin,44.976429,108,0,0,-3.025003,7.680332,3.285246,24.198298,1.066202,cross court,In
Roger Federer,390,Backhand,Topspin,52.64299,108,0,0,4.137444,17.270281,-4.498335,0.361116,0.930685,cross court,Out
Juan Potro,391,Serve,Flat,117.086929,109,0,0,0.378057,3.438679,0.196793,23.667929,2.708227,down the T,Out
Juan Potro,392,Serve,Flat,79.853554,110,0,0,0.697985,6.029926,-0.078596,22.546728,2.083063,down the T,In
Roger Federer,393,Backhand,Slice,41.373238,110,0,0,1.019757,15.91725,1.086798,1.185558,1.243686,inside in,In
Juan Potro,394,Backhand,Slice,39.081947,110,0,0,-0.901479,3.273993,1.508748,22.463387,1.044874,cross court,In
Roger Federer,395,Forehand,Topspin,47.638672,110,0,0,2.365855,18.751654,-1.092289,2.062806,0.829221,inside out,In
Juan Potro,396,Serve,Flat,110.696686,111,0,0,-0.683381,6.641779,0.602302,22.934666,2.251997,down the T,In
Roger Federer,397,Forehand,Flat,43.354885,111,0,0,-2.311219,17.504339,-1.477001,0.901153,1.032821,inside in,In
Juan Potro,398,Forehand,Flat,71.981308,111,0,0,-1.757786,2.022865,-2.181491,23.306715,1.046729,down the line,In
Roger Federer,399,Backhand,Topspin,48.726906,111,0,0,4.869671,19.347538,-1.679646,-0.390394,0.818178,down the line,Out
Juan Potro,400,Serve,Kick,64.180031,112,0,0,-0.021714,6.731856,-0.208757,23.815256,2.237563,down the T,Out
Juan Potro,401,Serve,Kick,40.647549,113,0,0,0.704618,6.278907,0.185202,24.015013,2.133139,down the T,In
Roger Federer,402,Backhand,Slice,38.375072,113,0,0,1.495907,19.326294,0.810643,2.690789,1.397757,inside in,In
Juan Potro,403,Serve,Flat,92.621552,114,0,0,-2.977765,6.073681,0.55431,23.512527,2.469984,out wide,In
Roger Federer,404,Backhand,Flat,35.011322,114,0,0,0.166434,18.496763,-3.795516,1.619628,0.759686,cross court,In
Juan Potro,405,Forehand,Topspin,74.523743,114,0,0,1.210618,2.95242,0.851942,22.803795,1.018411,inside in,In
Juan Potro,406,Serve,Kick,101.08358,115,0,0,0.449169,5.570824,-0.336207,22.684286,2.475564,down the T,In
Roger Federer,407,Backhand,Topspin,46.851368,115,0,0,-1.239881,20.129059,1.157891,0.264095,1.327996,inside out,In
Juan Potro,408,Forehand,Topspin,55.475323,115,0,0,-1.905836,3.519711,-1.401729,25.456343,1.065749,down the line,In
Roger Federer,409,Backhand,Flat,53.926712,115,0,0,-1.77932,19.281572,-2.028921,1.350321,1.309167,down the line,In
Juan Potro,410,Forehand,Topspin,62.981243,115,0,0,4.807988,3.930966,-1.720665,25.203798,0.864292,down the line,Out
Roger Federer,411,Forehand,Flat,54.146954,115,0,0,1.658587,19.126493,4.826379,-0.112326,0.898189,down the line,In
Juan Potro,412,Backhand,Flat,65.373688,115,0,0,-1.644116,2.429711,1.134179,24.39694,0.682606,cross court,In
Roger Federer,413,Backhand,Topspin,53.267574,115,0,0,1.528064,16.68586,-2.025535,-1.382326,0.824629,cross court,In
Juan Potro,414,Backhand,Slice,38.890213,115,0,0,1.944917,1.270487,2.232297,24.047388,0.705752,down the line,In
Roger Federer,415,Forehand,Topspin,44.984005,115,0,0,-2.361627,16.555344,2.322199,-0.657451,0.613636,cross court,In
Juan Potro,416,Forehand,Topspin,68.828194,115,0,0,-2.270354,3.026824,-3.782506,24.322165,0.98435,down the line,In
Roger Federer,417,Backhand,Slice,39.507713,115,0,0,1.844097,17.257874,-2.237839,-0.777001,0.622226,cross court,In
Juan Potro,418,Backhand,Topspin,53.374722,115,0,0,-2.587033,2.304523,2.665856,20.358332,0.954822,cross court,In
Roger Federer,419,Backhand,Flat,49.542542,115,0,0,0.45753,13.237566,-3.145713,1.022518,0.436429,cross court,In
Juan Potro,420,BH Volley,Flat,22.516716,115,0,0,1.665908,7.425161,0.45753,14.446354,0.908195,down the line,In
Juan Potro,421,Serve,Flat,76.346489,116,0,0,-3.62075,6.218572,0.53037,22.631723,2.368962,out wide,In
Roger Federer,422,Backhand,Slice,37.485584,116,0,0,-1.884158,20.847198,-4.49872,1.430061,0.683007,down the line,In
Juan Potro,423,Forehand,Topspin,66.133026,116,0,0,1.033559,3.408679,-1.325431,23.74749,0.618592,cross court,In
Roger Federer,424,Forehand,Flat,52.909035,116,0,0,-2.34131,20.438187,1.544306,0.286194,1.00596,cross court,In
Juan Potro,425,Forehand,Topspin,28.026911,116,0,0,-1.436168,16.345142,-3.166198,25.024256,0.61681,cross court,Net
Juan Potro,426,Backhand,Topspin,39.649357,117,0,0,-1.11358,3.483904,-1.702872,22.154995,1.215341,inside in,In
Roger Federer,427,Forehand,Topspin,52.985119,117,0,0,-2.002309,20.235283,-1.294537,1.170213,1.090179,inside in,In
Juan Potro,428,Forehand,Topspin,41.790989,117,0,0,-1.037775,2.827299,-2.046373,24.020807,0.62612,down the line,In
Roger Federer,429,Forehand,Topspin,61.829521,117,0,0,2.724652,19.045937,-1.219405,-1.211439,1.017198,inside out,In
Juan Potro,430,Backhand,Topspin,41.461094,117,0,0,0.262292,6.882842,3.800879,25.967243,0.7916,down the line,In
Roger Federer,431,FH Volley,Flat,24.248772,117,0,0,3.124537,18.425453,0.262292,6.357595,0.324096,down the line,In
Juan Potro,432,Backhand,Slice,36.480438,117,0,0,5.011777,3.335279,3.523936,23.491117,0.432793,down the line,Out
Roger Federer,433,Serve,Flat,81.928528,118,0,0,-0.185863,16.193645,-0.582538,-0.555919,2.358961,down the T,Out
Juan Potro,434,Forehand,Flat,34.51511,118,0,0,2.214898,7.544115,-0.486923,24.177633,1.058649,cross court,In
Roger Federer,435,Forehand,Flat,68.470619,118,0,0,4.570012,24.789993,3.864552,4.831139,1.288378,down the line,Out
Roger Federer,436,Serve,Slice,80.988525,119,0,0,-2.112971,11.492358,0.932664,-0.362158,2.128391,out wide,Net
Roger Federer,437,Serve,Flat,66.294243,120,0,0,-1.265201,17.348667,0.995492,-0.884742,2.373788,down the T,In
Juan Potro,438,Backhand,Topspin,50.787312,120,0,0,-1.125675,2.453005,-1.702351,23.209686,1.165531,inside in,In
Roger Federer,439,Forehand,Topspin,47.646263,120,0,0,-2.339481,18.485542,-1.46136,-0.48973,0.859729,inside in,In
Roger Federer,440,Serve,Flat,72.645668,121,0,0,2.552638,19.450005,-0.264199,-0.86145,2.442939,out wide,Out
Juan Potro,441,Backhand,Slice,29.077068,121,0,0,-0.304685,7.281934,3.546471,24.052687,0.952546,cross court,In
Roger Federer,442,Forehand,Topspin,58.086845,121,0,0,2.07577,19.195477,-0.560708,5.080832,1.144883,inside out,In
Roger Federer,443,Serve,Flat,72.620544,122,0,0,-0.891848,16.02313,0.329021,0.189979,2.391018,down the T,In
Juan Potro,444,Backhand,Topspin,39.82732,122,0,0,0.61719,5.088446,-0.926086,24.351896,0.999864,inside out,In
Roger Federer,445,Serve,Flat,81.021332,123,0,0,-1.814247,17.947571,0.61719,0.355872,2.477659,down the T,In
Juan Potro,446,Backhand,Topspin,46.911213,123,0,0,-3.49297,4.783649,-1.924989,23.14793,0.895837,inside in,In
Roger Federer,447,Backhand,Slice,39.992851,123,0,0,2.128992,18.360258,-4.270103,1.064187,1.241528,down the line,In
Juan Potro,448,Backhand,Topspin,44.041515,123,0,0,1.505689,3.196938,3.008936,23.993788,0.992314,down the line,In
Roger Federer,449,Forehand,Topspin,48.367596,123,0,0,-1.853239,18.917454,1.286724,0.55408,0.746984,cross court,In
Juan Potro,450,Forehand,Topspin,55.397285,123,0,0,-2.578043,2.555216,-2.397127,24.451265,0.962228,down the line,In
